movieId,year,title,genres,imdbId,tmdbId
8965,2004,"Polar Express, The",Adventure|Animation|Children|Fantasy|Imax,338348,5255
8967,2004,Seed of Chucky (Child's Play 5),Comedy|Horror,387575,11249
8968,2004,After the Sunset,Action|Adventure|Comedy|Crime|Thriller,367479,10589
8969,2004,Bridget Jones: The Edge of Reason,Comedy|Drama|Romance,317198,9801
8970,2004,Finding Neverland,Drama,308644,866
8971,2004,Veer Zaara,Drama|Musical|Romance,420332,4251
8972,2004,National Treasure,Action|Adventure|Drama|Mystery|Thriller,368891,2059
8974,2004,"SpongeBob SquarePants Movie, The",Adventure|Animation|Children|Comedy,345950,11836
8977,2004,Alexander,Action|Adventure|Drama|War,346491,1966
8981,2004,Closer,Drama|Romance,376541,2288
8984,2004,Ocean's Twelve,Action|Comedy|Crime|Thriller,349903,163
8985,2004,Blade: Trinity,Action|Fantasy|Horror|Thriller,359013,36648
27266,2004,2046,Drama|Fantasy|Romance|Scifi,212712,844
27618,2005,"Sound of Thunder, A",Action|Adventure|Drama|Scifi|Thriller,318081,10077
27773,2003,Old Boy,Mystery|Thriller,364569,670
27788,2005,"Jacket, The",Drama|Mystery|Scifi|Thriller,366627,9667
27803,2004,"Sea Inside, The (Mar adentro)",Drama,369702,1913
27808,2004,Spanglish,Comedy|Drama|Romance,371246,2539
27821,2005,"Interpreter, The",Drama|Thriller,373926,179
27822,2003,Open Water,Drama|Thriller,374102,83
27831,2004,Layer Cake,Crime|Drama|Thriller,375912,4836
27837,2004,Flight of the Phoenix,Action|Adventure,377062,11866
27838,2004,Mean Creek,Drama|Thriller,377091,12281
27839,2005,"Ring Two, The",Drama|Horror|Mystery|Thriller,377109,10320
27841,2003,"Gospel of John, The",Drama,377992,30973
27882,2004,Riding Giants,Documentary,389326,291
27904,2006,"Scanner Darkly, A",Animation|Drama|Mystery|Scifi|Thriller,405296,3509
30707,2004,Million Dollar Baby,Drama,405159,70
30749,2004,Hotel Rwanda,Drama|War,395169,205
30793,2005,Charlie and the Chocolate Factory,Adventure|Children|Comedy|Fantasy|Imax,367594,118
30810,2004,"Life Aquatic with Steve Zissou, The",Adventure|Comedy|Fantasy,362270,421
30812,2004,"Aviator, The",Drama,338751,2567
30816,2004,"Phantom of the Opera, The",Drama|Musical|Romance,293508,9833
30825,2004,Meet the Fockers,Comedy,290002,693
30894,2005,White Noise,Drama|Horror|Mystery|Scifi|Thriller,375210,11804
31221,2005,Elektra,Action|Adventure|Crime|Drama,357277,9947
31223,2005,Racing Stripes,Children|Comedy,376105,6439
31225,2005,Coach Carter,Drama,393162,7214
31410,2004,"Downfall (Untergang, Der)",Drama|War,363163,613
31420,2005,Assault on Precinct 13,Action|Crime|Drama|Thriller,398712,8978
31422,2005,Are We There Yet?,Children|Comedy,368578,11637
31424,2005,Alone in the Dark,Action|Horror|Scifi|Thriller,369226,12142
31427,2005,Hide and Seek,Horror|Mystery|Thriller,382077,11096
31431,2005,Boogeyman,Drama|Horror|Mystery|Thriller,357507,8968
31433,2005,"Wedding Date, The",Comedy|Romance,372532,6961
31658,2004,Howl's Moving Castle (Hauru no ugoku shiro),Adventure|Animation|Fantasy|Romance,347149,4935
31685,2005,Hitch,Comedy|Romance,386588,8488
31689,2005,Inside Deep Throat,Documentary,418753,12228
31700,2005,Because of Winn-Dixie,Children|Comedy|Drama,317132,17880
31804,2004,Night Watch (Nochnoy dozor),Action|Fantasy|Horror|Mystery|Scifi|Thriller,403358,3040
31878,2004,Kung Fu Hustle (Gong fu),Action|Comedy,373074,9470
32011,2005,Cursed,Horror|Thriller,257516,10012
32017,2005,"Pacifier, The",Action|Comedy,395699,10022
32019,2005,Be Cool,Comedy|Crime|Musical,377471,4551
32031,2005,Robots,Adventure|Animation|Children|Comedy|Fantasy|Scifi|Imax,358082,9928
32289,2005,Ice Princess,Children|Comedy|Drama,396652,13374
32298,2005,Guess Who,Comedy|Romance,372237,11638
32342,2004,Woman Thou Art Loosed,Drama,399901,44634
32584,2005,"Ballad of Jack and Rose, The",Drama,357110,17113
32587,2005,Sin City,Action|Crime|Filmnoir|Mystery|Thriller,401792,187
32589,2005,Beauty Shop,Comedy,388500,14177
32596,2005,Sahara,Action|Adventure|Comedy,318649,7364
32598,2005,Fever Pitch,Comedy|Romance,332047,11431
33004,2005,"Hitchhiker's Guide to the Galaxy, The",Adventure|Comedy|Scifi,371724,7453
33085,2005,"Amityville Horror, The",Horror|Thriller,384806,10065
33145,2005,"Lot Like Love, A",Comedy|Drama|Romance,391304,8976
33158,2005,xXx: State of the Union,Action|Crime|Thriller,329774,11679
33162,2005,Kingdom of Heaven,Action|Drama|Romance|War,320661,1495
33164,2005,House of Wax,Horror|Thriller,397065,10066
33166,2004,Crash,Crime|Drama,375679,1640
33437,2005,Unleashed (Danny the Dog),Action|Crime|Drama|Thriller,342258,10027
33493,2005,Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Scifi,121766,1895
33495,2005,Kicking & Screaming,Comedy,384642,9981
33499,2005,Monster-in-Law,Comedy|Romance,369735,4379
33615,2005,Madagascar,Adventure|Animation|Children|Comedy,351283,953
33646,2005,"Longest Yard, The",Comedy|Drama,398165,9291
33660,2005,Cinderella Man,Drama|Romance,352248,921
33669,2005,"Sisterhood of the Traveling Pants, The",Adventure|Comedy|Drama,403508,9779
33672,2005,Lords of Dogtown,Action|Comedy|Drama,355702,9787
33679,2005,Mr. & Mrs. Smith,Action|Adventure|Comedy|Romance,356910,787
33681,2005,"Adventures of Sharkboy and Lavagirl 3-D, The",Action|Adventure|Children|Fantasy,424774,14199
33725,2004,It's All Gone Pete Tong,Comedy|Drama|Musical,388139,12109
33794,2005,Batman Begins,Action|Crime|Imax,372784,272
33830,2005,Herbie: Fully Loaded,Adventure|Comedy|Romance,400497,11451
33834,2005,Land of the Dead,Action|Horror|Thriller,418819,11683
34072,2005,"March of the Penguins (Marche de l'empereur, La)",Documentary,428803,1667
34143,2005,Dark Water,Drama|Horror|Thriller,382628,9009
34153,2005,Murderball,Documentary,436613,14278
34271,2005,Hustle & Flow,Crime|Drama,410097,10476
34319,2005,"Island, The",Action|Scifi|Thriller,399201,1635
34332,2005,Sky High,Action|Adventure|Children|Comedy,405325,11459
34334,2005,Stealth,Action|Adventure|Scifi|Thriller,382992,10048
34336,2005,Must Love Dogs,Comedy|Romance,417001,11648
34405,2005,Serenity,Action|Adventure|Scifi,379786,16320
34520,2005,"Dukes of Hazzard, The",Action|Adventure|Comedy,377818,6519
34530,2005,Deuce Bigalow: European Gigolo,Comedy,367652,11453
34532,2005,"Skeleton Key, The",Drama|Horror|Mystery|Thriller,397101,9913
34534,2005,Four Brothers,Action|Crime|Drama,430105,8292
34536,2005,The Great Raid,Action|Drama|War,326905,13922
35836,2005,"40-Year-Old Virgin, The",Comedy|Romance,405422,6957
35957,2005,Red Eye,Horror|Thriller,421239,11460
36397,2005,Valiant,Adventure|Animation|Children|Comedy|Fantasy|War,361089,14175
36401,2005,"Brothers Grimm, The",Comedy|Fantasy|Horror|Thriller,355295,4442
36509,2005,"Cave, The",Action|Adventure|Horror|Mystery|Scifi|Thriller,402901,9042
36511,2005,Undiscovered,Comedy|Drama|Romance,434424,17926
36517,2005,"Constant Gardener, The",Drama|Thriller,387131,1985
36519,2005,Transporter 2,Action|Crime|Thriller,388482,9335
36525,2005,Just Like Heaven,Comedy|Fantasy|Romance,425123,9007
36529,2005,Lord of War,Action|Crime|Drama|Thriller|War,399295,1830
36533,2005,Cry_Wolf (a.k.a. Cry Wolf),Drama|Horror|Mystery|Thriller,384286,10092
37380,2005,Doom,Action|Horror|Scifi,419706,8814
37382,2005,Domino,Crime|Drama|Thriller,421054,9923
37384,2005,Waiting...,Comedy,348333,7553
37386,2005,Aeon Flux,Action|Scifi,402022,8202
37475,2005,"Unfinished Life, An",Drama,350261,1947
37720,2005,"Exorcism of Emily Rose, The",Crime|Drama|Horror|Thriller,404032,8643
37727,2005,Flightplan,Action|Drama|Thriller,408790,9315
37729,2005,Corpse Bride,Animation|Comedy|Fantasy|Musical|Romance,121164,3933
37733,2005,"History of Violence, A",Action|Crime|Drama|Thriller,399146,59
37736,2005,Oliver Twist,Drama,380599,257
37739,2005,"Greatest Game Ever Played, The",Drama,388980,15487
37741,2005,Capote,Crime|Drama,379725,398
37853,2005,Into the Blue,Action|Adventure|Crime|Thriller,378109,11968
37857,2005,MirrorMask,Adventure|Children|Drama|Fantasy,366780,14517
38038,2005,Wallace & Gromit in The Curse of the Were-Rabbit,Adventure|Animation|Children|Comedy,312004,533
38061,2005,Kiss Kiss Bang Bang,Comedy|Crime|Mystery|Thriller,373469,5236
38388,2005,Goal! The Dream Begins (Goal!),Drama,380389,9763
38886,2005,"Squid and the Whale, The",Comedy|Drama,367089,10707
39183,2005,Brokeback Mountain,Drama|Romance,388795,142
39231,2005,Elizabethtown,Comedy|Drama|Romance,368709,9621
39234,2005,North Country,Drama,395972,9701
39292,2005,"Good Night, and Good Luck.",Crime|Drama,433383,3291
39381,2005,"Proposition, The",Crime|Drama|Western,421238,16608
39414,2005,Shopgirl,Comedy|Drama|Romance,338427,2610
39435,2005,"Legend of Zorro, The",Action|Adventure|Drama|Western,386140,1656
39444,2005,"Weather Man, The",Comedy|Drama,384680,6963
39446,2005,Saw II,Horror|Thriller,432348,215
39869,2005,Manderlay,Drama,342735,1951
40278,2005,Jarhead,Action|Drama|War,418763,25
40339,2005,Chicken Little,Action|Adventure|Animation|Children|Comedy|Scifi,371606,9982
40414,2005,Joyeux Noël (Merry Christmas),Drama|War,424205,11661
40574,2005,Get Rich or Die Tryin',Action|Crime|Drama,430308,10060
40583,2005,Syriana,Drama|Thriller,365737,231
40614,2005,Derailed,Drama|Thriller,398017,8999
40629,2005,Pride & Prejudice,Drama|Romance,414387,4348
40815,2005,Harry Potter and the Goblet of Fire,Adventure|Fantasy|Thriller|Imax,330373,674
40819,2005,Walk the Line,Drama|Musical|Romance,358273,69
40826,2005,Rent,Drama|Musical|Romance,294870,1833
40851,2005,Zathura,Action|Adventure|Children|Fantasy,406375,6795
41285,2005,Match Point,Crime|Drama|Romance,416320,116
41566,2005,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",Adventure|Children|Fantasy,363771,411
41569,2005,King Kong,Action|Adventure|Drama|Fantasy|Thriller,360717,254
41571,2005,Memoirs of a Geisha,Drama|Romance,397535,1904
41716,2005,"Matador, The",Comedy|Drama|Thriller,365485,9515
41863,2006,"Three Burials of Melquiades Estrada, The",Adventure|Crime|Drama,419294,8053
41997,2005,Munich,Action|Crime|Drama|Thriller,408306,612
42002,2005,"Producers, The",Comedy|Musical,395251,9899
42004,2005,Transamerica,Adventure|Comedy|Drama,407265,546
42009,2005,Cheaper by the Dozen 2,Adventure|Comedy,452598,9641
42011,2005,Fun with Dick and Jane,Comedy|Crime,369441,7552
42418,2005,"New World, The",Adventure|Drama|Romance,402399,11400
42718,2004,District 13 (Banlieue 13),Action|Crime|Scifi,414852,10045
42721,2005,BloodRayne,Action|Fantasy,383222,168705
42723,2005,Hostel,Horror,450278,1690
42732,2006,Last Holiday,Comedy,408985,17379
42734,2005,Hoodwinked!,Animation|Children|Comedy,443536,10982
42738,2006,Underworld: Evolution,Action|Fantasy|Horror,401855,834
43419,2006,Bandidas,Action|Comedy|Crime|Western,416496,1969
43558,2006,Big Momma's House 2,Action|Comedy|Crime,421729,11565
43560,2005,Nanny McPhee,Children|Comedy|Fantasy,396752,11283
43679,2006,Final Destination 3,Horror|Mystery|Thriller,414982,9286
43708,2005,Block Party (a.k.a. Dave Chappelle's Block Party),Comedy|Documentary,425598,292
43869,2006,Curious George,Adventure|Animation|Children|Comedy,381971,9975
43871,2006,Firewall,Crime|Drama|Thriller,408345,9754
43904,2006,When a Stranger Calls,Horror|Thriller,455857,10053
43914,2005,Winter Passing,Drama,380817,14256
43917,2006,Eight Below,Action|Adventure|Drama|Romance,397313,9036
43919,2006,Date Movie,Comedy|Romance,466342,10073
43921,2006,Running Scared,Action|Crime|Thriller,404390,7304
43923,2006,Tyler Perry's Madea's Family Reunion,Comedy|Drama,455612,16781
43928,2006,Ultraviolet,Action|Fantasy|Scifi|Thriller,370032,9920
43930,2006,Just My Luck,Comedy|Romance,397078,10025
43932,2006,Pulse,Action|Drama|Fantasy|Horror|Mystery|Scifi|Thriller,454919,9682
43936,2006,16 Blocks,Crime|Thriller,450232,2207
44004,2006,Failure to Launch,Comedy|Romance,427229,6877
44022,2006,Ice Age 2: The Meltdown,Adventure|Animation|Children|Comedy,438097,950
44191,2006,V for Vendetta,Action|Scifi|Thriller|Imax,434409,752
44193,2006,She's the Man,Comedy|Romance,454945,9655
44195,2006,Thank You for Smoking,Comedy|Drama,427944,9388
44197,2006,Find Me Guilty,Comedy|Crime|Drama,419749,9950
44199,2006,Inside Man,Crime|Drama|Thriller,454848,388
44204,2005,Tsotsi,Crime|Drama,468565,868
44225,2006,Aquamarine,Children|Comedy|Fantasy,429591,14191
44397,2006,"Hills Have Eyes, The",Drama|Horror|Thriller,454841,9792
44399,2006,"Shaggy Dog, The",Adventure|Children|Comedy|Fantasy,393735,10067
44555,2006,"Lives of Others, The (Das leben der Anderen)",Drama|Romance|Thriller,405094,582
44613,2006,Take the Lead,Drama,446046,12763
44665,2006,Lucky Number Slevin,Crime|Drama|Mystery,425210,186
44694,2006,Volver,Comedy|Drama,441909,219
44709,2006,Akeelah and the Bee,Drama,437800,13751
44731,2006,Stay Alive,Horror|Scifi|Thriller,441796,10069
44759,2006,Basic Instinct 2,Crime|Drama|Mystery|Thriller,430912,3093
44815,2006,ATL,Drama,466856,13960
44849,2006,Renaissance,Action|Animation|Filmnoir|Scifi|Thriller,386741,9389
44864,2006,Friends with Money,Comedy|Drama|Romance,436331,8998
44972,2006,Scary Movie 4,Comedy|Horror,362120,4257
44974,2005,Hard Candy,Drama|Thriller,424136,2652
45062,2006,"Sentinel, The",Crime|Drama|Thriller,443632,5820
